No,Sheet,VN Word,VN Example,JP Word,JP Example,EN Word,EN Example,Tag
121,Core Basic,Rất vui được gặp,Rất vui được gặp anh.,お<ruby>会<rt>あ</rt></ruby>いできて<ruby>嬉<rt>うれ</rt></ruby>しい,とても<ruby>嬉<rt>うれ</rt></ruby>しいです。,Nice to meet you,Very glad to meet you.,Greeting
122,Core Basic,Khỏe,Anh có khỏe không?,<ruby>元気<rt>げんき</rt></ruby>,お<ruby>元気<rt>げんき</rt></ruby>ですか。,Well / Healthy,Are you well?,Greeting
123,Core Basic,Bình thường,Tôi bình thường thôi.,まあまあ,まあまあです。,So-so,I'm so-so.,Greeting
124,Core Basic,Lâu rồi không gặp,Lâu rồi không gặp anh!,<ruby>久<rt>ひさ</rt></ruby>しぶり,お<ruby>久<rt>ひさ</rt></ruby>しぶりです！,Long time no see,Long time no see!,Greeting
125,Core Basic,Chúc mừng,Chúc mừng anh!,おめでとう,おめでとうございます！,Congratulations,Congratulations!,Greeting
126,Core Basic,Không có gì,"Không có gì, đừng ngại.",どういたしまして,どういたしまして。,You're welcome,You're welcome.,Response
127,Core Basic,Mời,Mời anh uống trà.,どうぞ,どうぞお<ruby>茶<rt>ちゃ</rt></ruby>を。,Please (offer),Please have some tea.,Greeting
128,Core Basic,Cảm ơn nhiều,Cảm ơn nhiều lắm.,どうもありがとう,どうもありがとうございます。,Thanks a lot,Thanks a lot.,Greeting
129,Core Basic,Chào,"Chào anh, mời ngồi.",こんにちは,こんにちは、どうぞ。,Hello,"Hello, please sit.",Greeting
130,Core Basic,Tôi xin phép,Tôi xin phép về trước.,<ruby>失礼<rt>しつれい</rt></ruby>します,お<ruby>先<rt>さき</rt></ruby>に<ruby>失礼<rt>しつれい</rt></ruby>します。,Excuse me (leaving),I'll take my leave.,Greeting
131,Core Basic,Tôi,Tôi là người Hàn Quốc.,<ruby>私<rt>わたし</rt></ruby>,<ruby>私<rt>わたし</rt></ruby>は<ruby>韓国人<rt>かんこくじん</rt></ruby>です。,I,I am Korean.,Pronoun
132,Core Basic,Anh,Anh tên là gì?,あなた（<ruby>男性<rt>だんせい</rt></ruby>）,お<ruby>名前<rt>なまえ</rt></ruby>は。,You (male),What is your name?,Pronoun
133,Core Basic,Chị,Chị Lan đang bận.,あなた（<ruby>女性<rt>じょせい</rt></ruby>）,ランさんは<ruby>忙<rt>いそが</rt></ruby>しいです。,You (female),Ms. Lan is busy.,Pronoun
134,Core Basic,Em,Em còn trẻ lắm.,あなた（<ruby>年下<rt>としした</rt></ruby>）,まだ<ruby>若<rt>わか</rt></ruby>いですね。,You (younger),You're still young.,Pronoun
135,Core Basic,Bạn,Bạn khỏe không?,<ruby>友達<rt>ともだち</rt></ruby>,お<ruby>元気<rt>げんき</rt></ruby>ですか。,Friend / You,How are you?,Pronoun
136,Core Basic,Chúng tôi,Chúng tôi đến từ Hàn Quốc.,<ruby>私<rt>わたし</rt></ruby>たち,<ruby>韓国<rt>かんこく</rt></ruby>から<ruby>来<rt>き</rt></ruby>ました。,We,We are from Korea.,Pronoun
137,Core Basic,Chúng ta,Chúng ta cùng làm nhé.,<ruby>私<rt>わたし</rt></ruby>たち（<ruby>全員<rt>ぜんいん</rt></ruby>）,<ruby>一緒<rt>いっしょ</rt></ruby>にやりましょう。,We (all),Let's do it together.,Pronoun
138,Core Basic,Họ,Họ đến từ Hà Nội.,<ruby>彼<rt>かれ</rt></ruby>ら,ハノイから<ruby>来<rt>き</rt></ruby>ました。,They,They're from Hanoi.,Pronoun
139,Core Basic,Ông,Ông ấy là chủ tịch.,あの<ruby>方<rt>かた</rt></ruby>,<ruby>会長<rt>かいちょう</rt></ruby>です。,He (elder),He is the chairman.,Pronoun
140,Core Basic,Bà,Bà ấy rất tốt bụng.,あの<ruby>方<rt>かた</rt></ruby>,とても<ruby>親切<rt>しんせつ</rt></ruby>です。,She (elder),She is very kind.,Pronoun
141,Core Basic,Nó,Nó là con trai tôi.,あの<ruby>子<rt>こ</rt></ruby>,<ruby>息子<rt>むすこ</rt></ruby>です。,He/She (casual),He is my son.,Pronoun
142,Core Basic,Mình,Mình đi ăn nhé.,<ruby>私<rt>わたし</rt></ruby>たち,ご<ruby>飯<rt>はん</rt></ruby><ruby>行<rt>い</rt></ruby>こう。,We (intimate),Let's go eat.,Pronoun
143,Core Basic,Các anh,Các anh nghĩ sao?,<ruby>皆<rt>みな</rt></ruby>さん,どう<ruby>思<rt>おも</rt></ruby>いますか。,You (plural),What do you think?,Pronoun
144,Core Basic,Ai,Ai đang gọi?,<ruby>誰<rt>だれ</rt></ruby>,<ruby>誰<rt>だれ</rt></ruby>が<ruby>呼<rt>よ</rt></ruby>んでいますか。,Who,Who is calling?,Pronoun
145,Core Basic,Cô,Cô ấy là giáo viên.,あの<ruby>方<rt>かた</rt></ruby>,<ruby>先生<rt>せんせい</rt></ruby>です。,She / Miss,She is a teacher.,Pronoun
146,Core Basic,Gì,Anh cần gì?,<ruby>何<rt>なに</rt></ruby>,<ruby>何<rt>なに</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>ですか。,What,What do you need?,Question
147,Core Basic,Ở đâu,Khách sạn ở đâu?,どこ,ホテルはどこですか。,Where,Where is the hotel?,Question
148,Core Basic,Khi nào,Khi nào gặp?,いつ,いつ<ruby>会<rt>あ</rt></ruby>いますか。,When,When do we meet?,Question
149,Core Basic,Bao nhiêu,Cái này bao nhiêu?,いくら,これはいくらですか。,How much,How much is this?,Question
150,Core Basic,Tại sao,Tại sao muộn?,なぜ,なぜ<ruby>遅<rt>おく</rt></ruby>れたのですか。,Why,Why are you late?,Question
151,Core Basic,Như thế nào,Làm như thế nào?,どうやって,どうやりますか。,How,How do you do it?,Question
152,Core Basic,Có phải không,Anh là người Nhật phải không?,〜ですか,<ruby>日本人<rt>にほんじん</rt></ruby>ですか。,Is it...?,Are you Japanese?,Question
153,Core Basic,Bao lâu,Đi mất bao lâu?,どのくらい,どのくらいかかりますか。,How long,How long does it take?,Question
154,Core Basic,Mấy,Mấy giờ rồi?,<ruby>何<rt>なん</rt></ruby>,<ruby>何時<rt>なんじ</rt></ruby>ですか。,What (number),What time is it?,Question
155,Core Basic,Nào,Cái nào tốt hơn?,どれ,どちらがいいですか。,Which,Which is better?,Question
156,Core Basic,Đâu,Anh đi đâu?,どこ,どこに<ruby>行<rt>い</rt></ruby>くの。,Where (casual),Where are you going?,Question
157,Core Basic,Sao,Sao anh biết?,どうして,どうして<ruby>知<rt>し</rt></ruby>ってるの。,How come,How do you know?,Question
158,Core Basic,Thế nào,Công việc thế nào?,どうですか,<ruby>仕事<rt>しごと</rt></ruby>はどうですか。,How about,How is work?,Question
159,Core Basic,Có...không,Có wifi không?,ありますか,WiFiはありますか。,Is there...?,Is there wifi?,Question
160,Core Basic,Đã...chưa,Ăn chưa?,もう〜した？,もう<ruby>食<rt>た</rt></ruby>べた？,Have you...yet?,Have you eaten?,Question
161,Core Basic,Là,Tôi là giám đốc.,〜です,ディレクターです。,To be,I am a director.,Verb
162,Core Basic,Đi,Đi ăn tối nhé.,<ruby>行<rt>い</rt></ruby>く,<ruby>夕食<rt>ゆうしょく</rt></ruby>に<ruby>行<rt>い</rt></ruby>こう。,To go,Let's go to dinner.,Verb
163,Core Basic,Đến,Mấy giờ đến?,<ruby>来<rt>く</rt></ruby>る,<ruby>何時<rt>なんじ</rt></ruby>に<ruby>来<rt>き</rt></ruby>ますか。,To come,What time will you come?,Verb
164,Core Basic,Ăn,Ăn cơm chưa?,<ruby>食<rt>た</rt></ruby>べる,ご<ruby>飯<rt>はん</rt></ruby><ruby>食<rt>た</rt></ruby>べた？,To eat,Have you eaten?,Verb
165,Core Basic,Uống,Uống cà phê không?,<ruby>飲<rt>の</rt></ruby>む,コーヒー<ruby>飲<rt>の</rt></ruby>む？,To drink,Want coffee?,Verb
166,Core Basic,Làm,Anh làm gì?,する,お<ruby>仕事<rt>しごと</rt></ruby>は？,To do / work,What do you do?,Verb
167,Core Basic,Nói,Nói chậm một chút.,<ruby>話<rt>はな</rt></ruby>す,ゆっくり<ruby>話<rt>はな</rt></ruby>して。,To speak,Speak slowly.,Verb
168,Core Basic,Biết,Tôi không biết.,<ruby>知<rt>し</rt></ruby>る,<ruby>分<rt>わ</rt></ruby>かりません。,To know,I don't know.,Verb
169,Core Basic,Hiểu,Anh hiểu không?,<ruby>理解<rt>りかい</rt></ruby>する,<ruby>分<rt>わ</rt></ruby>かりましたか。,To understand,Do you understand?,Verb
170,Core Basic,Muốn,Tôi muốn uống nước.,〜したい,<ruby>水<rt>みず</rt></ruby>が<ruby>飲<rt>の</rt></ruby>みたい。,To want,I want water.,Verb
171,Core Basic,Cần,Tôi cần giúp đỡ.,<ruby>必要<rt>ひつよう</rt></ruby>,<ruby>助<rt>たす</rt></ruby>けが<ruby>必要<rt>ひつよう</rt></ruby>です。,To need,I need help.,Verb
172,Core Basic,Thích,Tôi thích phở.,<ruby>好<rt>す</rt></ruby>き,フォーが<ruby>好<rt>す</rt></ruby>き。,To like,I like pho.,Verb
173,Core Basic,Cho,Cho tôi xem.,くれる,<ruby>見<rt>み</rt></ruby>せて。,To give / let,Let me see.,Verb
174,Core Basic,Xem,Xem menu đi.,<ruby>見<rt>み</rt></ruby>る,メニューを<ruby>見<rt>み</rt></ruby>よう。,To look,Let's see the menu.,Verb
175,Core Basic,Nghe,Tôi nghe rồi.,<ruby>聞<rt>き</rt></ruby>く,<ruby>聞<rt>き</rt></ruby>きました。,To hear,I heard it.,Verb
176,Core Basic,Nghĩ,Tôi nghĩ vậy.,<ruby>思<rt>おも</rt></ruby>う,そう<ruby>思<rt>おも</rt></ruby>います。,To think,I think so.,Verb
177,Core Basic,Gọi,Gọi taxi giúp tôi.,<ruby>呼<rt>よ</rt></ruby>ぶ,タクシーを<ruby>呼<rt>よ</rt></ruby>んで。,To call,Call a taxi please.,Verb
178,Core Basic,Đợi,Đợi một chút.,<ruby>待<rt>ま</rt></ruby>つ,ちょっと<ruby>待<rt>ま</rt></ruby>って。,To wait,Wait a moment.,Verb
179,Core Basic,Mua,Tôi muốn mua cái này.,<ruby>買<rt>か</rt></ruby>う,これを<ruby>買<rt>か</rt></ruby>いたい。,To buy,I want to buy this.,Verb
180,Core Basic,Bán,Cái này bán không?,<ruby>売<rt>う</rt></ruby>る,これは<ruby>売<rt>う</rt></ruby>ってますか。,To sell,Is this for sale?,Verb
181,Core Basic,Trả,Tôi trả tiền.,<ruby>払<rt>はら</rt></ruby>う,<ruby>私<rt>わたし</rt></ruby>が<ruby>払<rt>はら</rt></ruby>います。,To pay,I'll pay.,Verb
182,Core Basic,Lấy,Lấy cái kia giúp tôi.,<ruby>取<rt>と</rt></ruby>る,あれを<ruby>取<rt>と</rt></ruby>って。,To take,Get that for me.,Verb
183,Core Basic,Mở,Mở cửa giúp tôi.,<ruby>開<rt>あ</rt></ruby>ける,ドアを<ruby>開<rt>あ</rt></ruby>けて。,To open,Open the door.,Verb
184,Core Basic,Đóng,Đóng cửa lại.,<ruby>閉<rt>し</rt></ruby>める,ドアを<ruby>閉<rt>し</rt></ruby>めて。,To close,Close the door.,Verb
185,Core Basic,Viết,Viết tên ở đây.,<ruby>書<rt>か</rt></ruby>く,ここに<ruby>名前<rt>なまえ</rt></ruby>を。,To write,Write your name here.,Verb
186,Core Basic,Đọc,Đọc kỹ hợp đồng.,<ruby>読<rt>よ</rt></ruby>む,<ruby>契約書<rt>けいやくしょ</rt></ruby>をよく<ruby>読<rt>よ</rt></ruby>んで。,To read,Read the contract carefully.,Verb
187,Core Basic,Hỏi,Tôi muốn hỏi.,<ruby>質問<rt>しつもん</rt></ruby>する,<ruby>質問<rt>しつもん</rt></ruby>したいです。,To ask,I want to ask.,Verb
188,Core Basic,Trả lời,Trả lời trước thứ sáu.,<ruby>返事<rt>へんじ</rt></ruby>する,<ruby>金曜<rt>きんよう</rt></ruby>までに<ruby>返事<rt>へんじ</rt></ruby>を。,To reply,Reply by Friday.,Verb
189,Core Basic,Bắt đầu,Cuộc họp bắt đầu.,<ruby>始<rt>はじ</rt></ruby>まる,<ruby>会議<rt>かいぎ</rt></ruby>が<ruby>始<rt>はじ</rt></ruby>まりました。,To start,The meeting started.,Verb
190,Core Basic,Kết thúc,Họp kết thúc lúc 5 giờ.,<ruby>終<rt>お</rt></ruby>わる,5<ruby>時<rt>じ</rt></ruby>に<ruby>終<rt>お</rt></ruby>わります。,To end,Meeting ends at 5.,Verb
191,Core Basic,Giúp,Giúp tôi một chút.,<ruby>手伝<rt>てつだ</rt></ruby>う,ちょっと<ruby>手伝<rt>てつだ</rt></ruby>って。,To help,Help me a bit.,Verb
192,Core Basic,Học,Tôi đang học tiếng Việt.,<ruby>勉強<rt>べんきょう</rt></ruby>する,ベトナム<ruby>語<rt>ご</rt></ruby>を<ruby>勉強<rt>べんきょう</rt></ruby>中。,To study,Studying Vietnamese.,Verb
193,Core Basic,Sống,Tôi sống ở Seoul.,<ruby>住<rt>す</rt></ruby>む,ソウルに<ruby>住<rt>す</rt></ruby>んでいます。,To live,I live in Seoul.,Verb
194,Core Basic,Làm việc,Tôi làm việc ở đây.,<ruby>働<rt>はたら</rt></ruby>く,ここで<ruby>働<rt>はたら</rt></ruby>いています。,To work,I work here.,Verb
195,Core Basic,Chạy,Tôi chạy bộ mỗi sáng.,<ruby>走<rt>はし</rt></ruby>る,<ruby>毎朝<rt>まいあさ</rt></ruby>ジョギング。,To run,I jog every morning.,Verb
196,Core Basic,Ngồi,Mời ngồi.,<ruby>座<rt>すわ</rt></ruby>る,どうぞお<ruby>座<rt>すわ</rt></ruby>りください。,To sit,Please sit down.,Verb
197,Core Basic,Đứng,Xin đứng dậy.,<ruby>立<rt>た</rt></ruby>つ,<ruby>立<rt>た</rt></ruby>ってください。,To stand,Please stand up.,Verb
198,Core Basic,Gửi,Tôi sẽ gửi email.,<ruby>送<rt>おく</rt></ruby>る,メールを<ruby>送<rt>おく</rt></ruby>ります。,To send,I'll send an email.,Verb
199,Core Basic,Nhận,Đã nhận được rồi.,<ruby>受<rt>う</rt></ruby>け<ruby>取<rt>と</rt></ruby>る,<ruby>受<rt>う</rt></ruby>け<ruby>取<rt>と</rt></ruby>りました。,To receive,I've received it.,Verb
200,Core Basic,Tìm,Đang tìm nhà hàng.,<ruby>探<rt>さが</rt></ruby>す,レストランを<ruby>探<rt>さが</rt></ruby>しています。,To find,Looking for a restaurant.,Verb
201,Core Basic,Đổi,Đổi tiền ở đâu?,<ruby>両替<rt>りょうがえ</rt></ruby>する,どこで<ruby>両替<rt>りょうがえ</rt></ruby>できますか。,To exchange,Where to exchange money?,Verb
202,Core Basic,Dùng,Dùng cái này được không?,<ruby>使<rt>つか</rt></ruby>う,これを<ruby>使<rt>つか</rt></ruby>ってもいい？,To use,Can I use this?,Verb
203,Core Basic,Nhớ,Tôi nhớ rồi.,<ruby>覚<rt>おぼ</rt></ruby>えている,<ruby>覚<rt>おぼ</rt></ruby>えています。,To remember,I remember.,Verb
204,Core Basic,Quên,Quên mật khẩu.,<ruby>忘<rt>わす</rt></ruby>れる,パスワードを<ruby>忘<rt>わす</rt></ruby>れた。,To forget,Forgot the password.,Verb
205,Core Basic,Mang,Mang theo hộ chiếu.,<ruby>持<rt>も</rt></ruby>っていく,パスポートを<ruby>持<rt>も</rt></ruby>って。,To bring,Bring your passport.,Verb
206,Core Basic,Đặt,Đặt phòng khách sạn.,<ruby>予約<rt>よやく</rt></ruby>する,ホテルを<ruby>予約<rt>よやく</rt></ruby>。,To book,Book a hotel.,Verb
207,Core Basic,Về,Tôi phải về rồi.,<ruby>帰<rt>かえ</rt></ruby>る,もう<ruby>帰<rt>かえ</rt></ruby>らないと。,To return,I have to go back.,Verb
208,Core Basic,Ở,Tôi ở khách sạn.,<ruby>泊<rt>と</rt></ruby>まる,ホテルに<ruby>泊<rt>と</rt></ruby>まっています。,To stay,Staying at a hotel.,Verb
209,Core Basic,Nấu,Ai nấu ăn?,<ruby>料理<rt>りょうり</rt></ruby>する,<ruby>誰<rt>だれ</rt></ruby>が<ruby>料理<rt>りょうり</rt></ruby>する？,To cook,Who cooks?,Verb
210,Core Basic,Bơi,Anh biết bơi không?,<ruby>泳<rt>およ</rt></ruby>ぐ,<ruby>泳<rt>およ</rt></ruby>げますか。,To swim,Can you swim?,Verb
211,Core Basic,Bay,Máy bay mấy giờ?,<ruby>飛<rt>と</rt></ruby>ぶ,<ruby>飛行機<rt>ひこうき</rt></ruby>は<ruby>何時<rt>なんじ</rt></ruby>？,To fly,What time is the flight?,Verb
212,Core Basic,Hát,Anh hát hay lắm.,<ruby>歌<rt>うた</rt></ruby>う,<ruby>歌<rt>うた</rt></ruby>が<ruby>上手<rt>じょうず</rt></ruby>！,To sing,You sing well!,Verb
213,Core Basic,Chơi,Cuối tuần đi chơi.,<ruby>遊<rt>あそ</rt></ruby>ぶ,<ruby>週末<rt>しゅうまつ</rt></ruby><ruby>遊<rt>あそ</rt></ruby>ぼう。,To play,Let's hang out.,Verb
214,Core Basic,Sửa,Sửa lại giúp tôi.,<ruby>直<rt>なお</rt></ruby>す,<ruby>直<rt>なお</rt></ruby>してください。,To fix,Please fix this.,Verb
215,Core Basic,Đưa,Đưa cho tôi.,<ruby>渡<rt>わた</rt></ruby>す,<ruby>渡<rt>わた</rt></ruby>して。,To hand,Give it to me.,Verb
216,Core Basic,Ngủ,Tối qua ngủ ngon không?,<ruby>寝<rt>ね</rt></ruby>る,<ruby>昨夜<rt>さくや</rt></ruby>よく<ruby>眠<rt>ねむ</rt></ruby>れた？,To sleep,Did you sleep well?,Verb
217,Core Basic,Dậy,Sáng mai dậy sớm.,<ruby>起<rt>お</rt></ruby>きる,<ruby>明日<rt>あした</rt></ruby><ruby>早<rt>はや</rt></ruby>く<ruby>起<rt>お</rt></ruby>きよう。,To wake up,Wake up early tomorrow.,Verb
218,Core Basic,Yêu,Tôi yêu Việt Nam.,<ruby>愛<rt>あい</rt></ruby>する,ベトナムが<ruby>大好<rt>だいす</rt></ruby>き。,To love,I love Vietnam.,Verb
219,Core Basic,Khóc,Em bé đang khóc.,<ruby>泣<rt>な</rt></ruby>く,<ruby>赤<rt>あか</rt></ruby>ちゃんが<ruby>泣<rt>な</rt></ruby>いている。,To cry,The baby is crying.,Verb
220,Core Basic,Cười,Mọi người cười vui.,<ruby>笑<rt>わら</rt></ruby>う,みんな<ruby>楽<rt>たの</rt></ruby>しく<ruby>笑<rt>わら</rt></ruby>っている。,To laugh,Everyone is laughing.,Verb
221,Core Basic,Tắm,Tôi đi tắm.,シャワーを<ruby>浴<rt>あ</rt></ruby>びる,シャワーを<ruby>浴<rt>あ</rt></ruby>びます。,To shower,I'll take a shower.,Verb
222,Core Basic,Mặc,Mặc áo ấm vào.,<ruby>着<rt>き</rt></ruby>る,<ruby>暖<rt>あたた</rt></ruby>かい<ruby>服<rt>ふく</rt></ruby>を<ruby>着<rt>き</rt></ruby>て。,To wear,Put on warm clothes.,Verb
223,Core Basic,Chụp ảnh,Chụp ảnh cùng nhé!,<ruby>写真<rt>しゃしん</rt></ruby>を<ruby>撮<rt>と</rt></ruby>る,<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>写真<rt>しゃしん</rt></ruby>を！,To take photo,Let's take a photo!,Verb
224,Core Basic,Một,Một cái.,<ruby>一<rt>いち</rt></ruby>,<ruby>一<rt>ひと</rt></ruby>つ。,One,One piece.,Number
225,Core Basic,Hai,Hai người.,<ruby>二<rt>に</rt></ruby>,2<ruby>人<rt>にん</rt></ruby>。,Two,Two people.,Number
226,Core Basic,Ba,Ba giờ.,<ruby>三<rt>さん</rt></ruby>,3<ruby>時<rt>じ</rt></ruby>。,Three,3 o'clock.,Number
227,Core Basic,Bốn,Bốn ngày.,<ruby>四<rt>よん</rt></ruby>,4<ruby>日<rt>にち</rt></ruby>。,Four,Four days.,Number
228,Core Basic,Năm,Năm phút.,<ruby>五<rt>ご</rt></ruby>,5<ruby>分<rt>ふん</rt></ruby>。,Five,Five minutes.,Number
