No,Sheet,VN Word,VN(A),VN(B),JP Word,JP(A),JP(B),EN Word,EN(A),EN(B),Tag
93,Core Basic,Quên,Quên mang tài liệu rồi.,"Không sao, tôi có bản thêm.",<ruby>忘<rt>わす</rt></ruby>れる,<ruby>資料<rt>しりょう</rt></ruby><ruby>忘<rt>わす</rt></ruby>れた。,<ruby>大丈夫<rt>だいじょうぶ</rt></ruby>、<ruby>予備<rt>よび</rt></ruby>がある。,To forget,Forgot the documents.,"It's OK, I have extra.",Verb
94,Core Basic,Đặt,Đặt phòng chưa?,"Đặt rồi, 2 đêm.",<ruby>予約<rt>よやく</rt></ruby>する,<ruby>予約<rt>よやく</rt></ruby>した？,したよ、2<ruby>泊<rt>はく</rt></ruby>。,To book,Booked the hotel?,"Yes, 2 nights.",Verb
95,Core Basic,Về,Mấy giờ về?,6 giờ chiều.,<ruby>帰<rt>かえ</rt></ruby>る,<ruby>何時<rt>なんじ</rt></ruby>に<ruby>帰<rt>かえ</rt></ruby>る？,<ruby>午後<rt>ごご</rt></ruby>6<ruby>時<rt>じ</rt></ruby>。,To return,What time do you go back?,6 PM.,Verb
96,Core Basic,Chơi,Cuối tuần đi chơi không?,"Đi, đi đâu?",<ruby>遊<rt>あそ</rt></ruby>ぶ,<ruby>週末<rt>しゅうまつ</rt></ruby><ruby>遊<rt>あそ</rt></ruby>ぶ？,<ruby>行<rt>い</rt></ruby>こう、どこ<ruby>行<rt>い</rt></ruby>く？,To play / hang out,Hang out this weekend?,"Sure, where?",Verb
97,Core Basic,Một,Cho mấy cái?,Một cái thôi.,<ruby>一<rt>いち</rt></ruby>,いくつ？,<ruby>一<rt>ひと</rt></ruby>つだけ。,One,How many?,Just one.,Number
98,Core Basic,Hai,Mấy người?,Hai người.,<ruby>二<rt>に</rt></ruby>,<ruby>何人<rt>なんにん</rt></ruby>？,2<ruby>人<rt>にん</rt></ruby>です。,Two,How many people?,Two.,Number
99,Core Basic,Ba,Mấy giờ họp?,Ba giờ chiều.,<ruby>三<rt>さん</rt></ruby>,<ruby>何時<rt>なんじ</rt></ruby>に<ruby>会議<rt>かいぎ</rt></ruby>？,<ruby>午後<rt>ごご</rt></ruby>3<ruby>時<rt>じ</rt></ruby>。,Three,What time's the meeting?,3 PM.,Number
100,Core Basic,Mười,Còn mấy phút?,Mười phút nữa.,<ruby>十<rt>じゅう</rt></ruby>,あと<ruby>何分<rt>なんぷん</rt></ruby>？,あと10<ruby>分<rt>ぷん</rt></ruby>。,Ten,How many minutes left?,Ten more minutes.,Number
101,Core Basic,Trăm,Giá bao nhiêu?,Một trăm đô.,<ruby>百<rt>ひゃく</rt></ruby>,いくら？,100ドルです。,Hundred,How much?,100 dollars.,Number
102,Core Basic,Nghìn,Bao nhiêu đồng?,Năm nghìn đồng.,<ruby>千<rt>せん</rt></ruby>,いくら？,5<ruby>千<rt>せん</rt></ruby>ドン。,Thousand,How much?,"5,000 dong.",Number
103,Core Basic,Triệu,Lương bao nhiêu?,Hai mươi triệu.,<ruby>百万<rt>ひゃくまん</rt></ruby>,<ruby>給料<rt>きゅうりょう</rt></ruby>はいくら？,2000<ruby>万<rt>まん</rt></ruby>ドン。,Million,What's the salary?,20 million dong.,Number
104,Core Basic,Nửa,Chia sao?,Nửa nửa nhé.,<ruby>半分<rt>はんぶん</rt></ruby>,どう<ruby>分<rt>わ</rt></ruby>ける？,<ruby>半分<rt>はんぶん</rt></ruby>ずつ。,Half,How to split?,Half and half.,Number
105,Core Basic,Hôm nay,Hôm nay rảnh không?,"Rảnh, có gì không?",<ruby>今日<rt>きょう</rt></ruby>,<ruby>今日<rt>きょう</rt></ruby><ruby>暇<rt>ひま</rt></ruby>？,うん、<ruby>何<rt>なに</rt></ruby>？,Today,Free today?,"Yeah, what's up?",Time
106,Core Basic,Ngày mai,Ngày mai họp nhé?,"OK, mấy giờ?",<ruby>明日<rt>あした</rt></ruby>,<ruby>明日<rt>あした</rt></ruby><ruby>会議<rt>かいぎ</rt></ruby>しよう。,OK、<ruby>何時<rt>なんじ</rt></ruby>？,Tomorrow,Meeting tomorrow?,"OK, what time?",Time
107,Core Basic,Hôm qua,Hôm qua đi đâu?,Đi ăn với đối tác.,<ruby>昨日<rt>きのう</rt></ruby>,<ruby>昨日<rt>きのう</rt></ruby>どこ<ruby>行<rt>い</rt></ruby>った？,パートナーと<ruby>食事<rt>しょくじ</rt></ruby>。,Yesterday,Where'd you go yesterday?,Dinner with a partner.,Time
108,Core Basic,Tuần sau,Tuần sau có lịch gì?,Có họp với đối tác Nhật.,<ruby>来週<rt>らいしゅう</rt></ruby>,<ruby>来週<rt>らいしゅう</rt></ruby>の<ruby>予定<rt>よてい</rt></ruby>は？,<ruby>日本<rt>にほん</rt></ruby>のパートナーと<ruby>会議<rt>かいぎ</rt></ruby>。,Next week,Plans next week?,Meeting with JP partner.,Time
109,Core Basic,Tháng này,Tháng này bận không?,"Bận lắm, deadline nhiều.",<ruby>今月<rt>こんげつ</rt></ruby>,<ruby>今月<rt>こんげつ</rt></ruby><ruby>忙<rt>いそが</rt></ruby>しい？,<ruby>忙<rt>いそが</rt></ruby>しいよ、<ruby>締切<rt>しめきり</rt></ruby>が<ruby>多<rt>おお</rt></ruby>い。,This month,Busy this month?,"Very, lots of deadlines.",Time
110,Core Basic,Sáng,Sáng mai mấy giờ?,8 giờ nhé.,<ruby>朝<rt>あさ</rt></ruby>,<ruby>明日<rt>あした</rt></ruby>の<ruby>朝<rt>あさ</rt></ruby><ruby>何時<rt>なんじ</rt></ruby>？,8<ruby>時<rt>じ</rt></ruby>で。,Morning,What time tmr morning?,8 AM.,Time
111,Core Basic,Trưa,Ăn trưa chưa?,"Chưa, đi ăn nhé.",<ruby>昼<rt>ひる</rt></ruby>,お<ruby>昼<rt>ひる</rt></ruby><ruby>食<rt>た</rt></ruby>べた？,まだ、<ruby>食<rt>た</rt></ruby>べに<ruby>行<rt>い</rt></ruby>こう。,Noon,Had lunch?,"Not yet, let's go.",Time
112,Core Basic,Chiều,Chiều nay bận không?,"Bận, có họp lúc 2 giờ.",<ruby>午後<rt>ごご</rt></ruby>,<ruby>午後<rt>ごご</rt></ruby><ruby>忙<rt>いそが</rt></ruby>しい？,2<ruby>時<rt>じ</rt></ruby>に<ruby>会議<rt>かいぎ</rt></ruby>がある。,Afternoon,Busy this afternoon?,"Yes, meeting at 2.",Time
113,Core Basic,Tối,Tối nay đi nhậu không?,"Đi, mấy giờ?",<ruby>夜<rt>よる</rt></ruby>,<ruby>今夜<rt>こんや</rt></ruby><ruby>飲<rt>の</rt></ruby>みに<ruby>行<rt>い</rt></ruby>く？,<ruby>行<rt>い</rt></ruby>こう、<ruby>何時<rt>なんじ</rt></ruby>？,Evening,Drinks tonight?,"Sure, what time?",Time
114,Core Basic,Cuối tuần,Cuối tuần làm gì?,Đi biển.,<ruby>週末<rt>しゅうまつ</rt></ruby>,<ruby>週末<rt>しゅうまつ</rt></ruby><ruby>何<rt>なに</rt></ruby>する？,<ruby>海<rt>うみ</rt></ruby>に<ruby>行<rt>い</rt></ruby>く。,Weekend,Weekend plans?,Going to the beach.,Time
115,Core Basic,Bây giờ,Bây giờ rảnh không?,"Rảnh, sao?",<ruby>今<rt>いま</rt></ruby>,<ruby>今<rt>いま</rt></ruby><ruby>暇<rt>ひま</rt></ruby>？,うん、<ruby>何<rt>なに</rt></ruby>？,Now,Free now?,"Yeah, why?",Time
116,Core Basic,Thứ hai,Thứ hai họp nhé?,"Được, sáng hay chiều?",<ruby>月曜日<rt>げつようび</rt></ruby>,<ruby>月曜<rt>げつよう</rt></ruby>に<ruby>会議<rt>かいぎ</rt></ruby>しよう。,いいよ、<ruby>午前<rt>ごぜん</rt></ruby>？<ruby>午後<rt>ごご</rt></ruby>？,Monday,Meet Monday?,"OK, AM or PM?",Time
117,Core Basic,Thứ sáu,Hạn chót khi nào?,Thứ sáu tuần này.,<ruby>金曜日<rt>きんようび</rt></ruby>,<ruby>締切<rt>しめきり</rt></ruby>はいつ？,<ruby>今週<rt>こんしゅう</rt></ruby>の<ruby>金曜<rt>きんよう</rt></ruby>。,Friday,When's the deadline?,This Friday.,Time
118,Core Basic,Tốt,Kết quả thế nào?,Rất tốt!,<ruby>良<rt>よ</rt></ruby>い,<ruby>結果<rt>けっか</rt></ruby>はどう？,とても<ruby>良<rt>よ</rt></ruby>い！,Good,How are the results?,Very good!,Adjective
119,Core Basic,Đắt,Giá sao?,Đắt quá!,<ruby>高<rt>たか</rt></ruby>い,<ruby>値段<rt>ねだん</rt></ruby>は？,<ruby>高<rt>たか</rt></ruby>すぎ！,Expensive,How's the price?,Too expensive!,Adjective
120,Core Basic,Rẻ,Ở đây sao?,Rẻ hơn nhiều.,<ruby>安<rt>やす</rt></ruby>い,ここは？,ずっと<ruby>安<rt>やす</rt></ruby>い。,Cheap,How about here?,Much cheaper.,Adjective
121,Core Basic,Nóng,Thời tiết thế nào?,Nóng quá!,<ruby>暑<rt>あつ</rt></ruby>い,<ruby>天気<rt>てんき</rt></ruby>は？,<ruby>暑<rt>あつ</rt></ruby>い！,Hot,How's the weather?,So hot!,Adjective
122,Core Basic,Lạnh,Hàn Quốc mùa đông thế nào?,Lạnh lắm.,<ruby>寒<rt>さむ</rt></ruby>い,<ruby>韓国<rt>かんこく</rt></ruby>の<ruby>冬<rt>ふゆ</rt></ruby>は？,とても<ruby>寒<rt>さむ</rt></ruby>い。,Cold,Korean winter?,Very cold.,Adjective
123,Core Basic,Ngon,Món này thế nào?,Ngon lắm!,<ruby>美味<rt>おい</rt></ruby>しい,この<ruby>料理<rt>りょうり</rt></ruby>どう？,<ruby>美味<rt>おい</rt></ruby>しい！,Delicious,How's this dish?,Delicious!,Adjective
124,Core Basic,Bận,Hôm nay rảnh không?,Bận lắm.,<ruby>忙<rt>いそが</rt></ruby>しい,<ruby>今日<rt>きょう</rt></ruby><ruby>暇<rt>ひま</rt></ruby>？,<ruby>忙<rt>いそが</rt></ruby>しい。,Busy,Free today?,I'm busy.,Adjective
125,Core Basic,Rảnh,Ngày mai sao?,"Rảnh, đi nhé.",<ruby>暇<rt>ひま</rt></ruby>,<ruby>明日<rt>あした</rt></ruby>は？,<ruby>暇<rt>ひま</rt></ruby>だよ、<ruby>行<rt>い</rt></ruby>こう。,Free,How about tomorrow?,"I'm free, let's go.",Adjective
126,Core Basic,Quan trọng,Cuộc họp này thế nào?,Rất quan trọng.,<ruby>重要<rt>じゅうよう</rt></ruby>,この<ruby>会議<rt>かいぎ</rt></ruby>は？,とても<ruby>重要<rt>じゅうよう</rt></ruby>。,Important,How's this meeting?,Very important.,Adjective
127,Core Basic,Khó,Bài này thế nào?,Khó quá!,<ruby>難<rt>むずか</rt></ruby>しい,この<ruby>問題<rt>もんだい</rt></ruby>は？,<ruby>難<rt>むずか</rt></ruby>しすぎ！,Difficult,How's this one?,Too hard!,Adjective
128,Core Basic,Dễ,Tiếng Việt khó không?,"Không, dễ mà.",<ruby>簡単<rt>かんたん</rt></ruby>,ベトナム<ruby>語<rt>ご</rt></ruby><ruby>難<rt>むずか</rt></ruby>しい？,いや、<ruby>簡単<rt>かんたん</rt></ruby>だよ。,Easy,Is Vietnamese hard?,"No, it's easy.",Adjective
129,Core Basic,Nhanh,Mấy giờ xong?,"Nhanh lắm, 5 phút.",<ruby>速<rt>はや</rt></ruby>い,いつ<ruby>終<rt>お</rt></ruby>わる？,すぐだよ、5<ruby>分<rt>ぷん</rt></ruby>。,Fast,When's it done?,"Quick, 5 minutes.",Adjective
130,Core Basic,Mới,Điện thoại mới hả?,"Ừ, mới mua.",<ruby>新<rt>あたら</rt></ruby>しい,<ruby>新<rt>あたら</rt></ruby>しい<ruby>携帯<rt>けいたい</rt></ruby>？,うん、<ruby>買<rt>か</rt></ruby>ったばかり。,New,New phone?,"Yeah, just bought it.",Adjective
131,Core Basic,Đẹp,Thành phố này thế nào?,Đẹp quá!,<ruby>綺麗<rt>きれい</rt></ruby>,この<ruby>街<rt>まち</rt></ruby>どう？,<ruby>綺麗<rt>きれい</rt></ruby>！,Beautiful,How's this city?,Beautiful!,Adjective
132,Core Basic,Vui,Hôm nay thế nào?,Vui lắm!,<ruby>楽<rt>たの</rt></ruby>しい,<ruby>今日<rt>きょう</rt></ruby>どうだった？,<ruby>楽<rt>たの</rt></ruby>しかった！,Fun,How was today?,So fun!,Adjective
133,Core Basic,Mệt,Anh ổn không?,Mệt quá.,<ruby>疲<rt>つか</rt></ruby>れた,<ruby>大丈夫<rt>だいじょうぶ</rt></ruby>？,<ruby>疲<rt>つか</rt></ruby>れた。,Tired,Are you OK?,So tired.,Adjective
134,Core Basic,Đói,Mấy giờ rồi?,"Đói quá, đi ăn đi.",お<ruby>腹<rt>なか</rt></ruby><ruby>空<rt>す</rt></ruby>いた,<ruby>今<rt>いま</rt></ruby><ruby>何時<rt>なんじ</rt></ruby>？,お<ruby>腹<rt>なか</rt></ruby><ruby>空<rt>す</rt></ruby>いた、<ruby>食<rt>た</rt></ruby>べに<ruby>行<rt>い</rt></ruby>こう。,Hungry,What time is it?,"I'm starving, let's eat.",Adjective
135,Core Basic,Rất,Phở ngon không?,Rất ngon!,とても,フォーは<ruby>美味<rt>おい</rt></ruby>しい？,とても<ruby>美味<rt>おい</rt></ruby>しい！,Very,Is the pho good?,Very delicious!,Adverb
136,Core Basic,Đã,Ăn chưa?,Đã ăn rồi.,もう,<ruby>食<rt>た</rt></ruby>べた？,もう<ruby>食<rt>た</rt></ruby>べた。,Already,Eaten yet?,Already ate.,Grammar
137,Core Basic,Đang,Anh làm gì?,Đang họp.,〜している,<ruby>何<rt>なに</rt></ruby>してる？,<ruby>会議中<rt>かいぎちゅう</rt></ruby>。,Currently,What are you doing?,In a meeting.,Grammar
138,Core Basic,Sẽ,Khi nào đến?,Sẽ đến ngay.,〜する（<ruby>未来<rt>みらい</rt></ruby>）,いつ<ruby>来<rt>く</rt></ruby>る？,すぐ<ruby>行<rt>い</rt></ruby>きます。,Will,When will you come?,Coming right away.,Grammar
139,Core Basic,Chưa,Xong chưa?,Chưa xong.,まだ,<ruby>終<rt>お</rt></ruby>わった？,まだ。,Not yet,Done yet?,Not yet.,Grammar
140,Core Basic,Rồi,Xong chưa?,Xong rồi.,もう,<ruby>終<rt>お</rt></ruby>わった？,もう<ruby>終<rt>お</rt></ruby>わった。,Done,Is it done?,It's done.,Grammar
141,Core Basic,Cũng,Anh thích phở không?,Tôi cũng thích.,〜も,フォー<ruby>好<rt>す</rt></ruby>き？,<ruby>私<rt>わたし</rt></ruby>も<ruby>好<rt>す</rt></ruby>き。,Also,Like pho?,I like it too.,Adverb
142,Core Basic,Lại,Anh nói gì?,Nói lại đi.,もう<ruby>一度<rt>いちど</rt></ruby>,<ruby>何<rt>なん</rt></ruby>て？,もう<ruby>一度<rt>いちど</rt></ruby><ruby>言<rt>い</rt></ruby>って。,Again,What did you say?,Say it again.,Adverb
143,Core Basic,Luôn,Anh ấy hay muộn không?,"Không, anh ấy luôn đúng giờ.",いつも,あの<ruby>人<rt>ひと</rt></ruby>よく<ruby>遅刻<rt>ちこく</rt></ruby>する？,いや、いつも<ruby>時間通<rt>じかんどお</rt></ruby>り。,Always,Is he often late?,"No, always on time.",Adverb
144,Core Basic,Vẫn,Xong chưa?,Vẫn đang làm.,まだ,<ruby>終<rt>お</rt></ruby>わった？,まだやってる。,Still,Done?,Still working on it.,Adverb
145,Core Basic,Và,Ai đi?,Anh và tôi.,と,<ruby>誰<rt>だれ</rt></ruby>が<ruby>行<rt>い</rt></ruby>く？,あなたと<ruby>私<rt>わたし</rt></ruby>。,And,Who's going?,You and me.,Grammar
146,Core Basic,Nhưng,Món này ngon không?,Ngon nhưng đắt.,でも,これ<ruby>美味<rt>おい</rt></ruby>しい？,<ruby>美味<rt>おい</rt></ruby>しいけど<ruby>高<rt>たか</rt></ruby>い。,But,Is this good?,Good but expensive.,Grammar
147,Core Basic,Vì,Sao không đi?,Vì trời mưa.,〜なので,なぜ<ruby>行<rt>い</rt></ruby>かない？,<ruby>雨<rt>あめ</rt></ruby>だから。,Because,Why not go?,Because it's raining.,Grammar
148,Core Basic,Nếu,Nếu rảnh thì sao?,Nếu rảnh thì đi nhé.,もし,もし<ruby>暇<rt>ひま</rt></ruby>なら？,<ruby>暇<rt>ひま</rt></ruby>なら<ruby>行<rt>い</rt></ruby>こう。,If,If you're free?,Let's go if free.,Grammar
149,Core Basic,Với,Đi với ai?,Đi với tôi nhé.,〜と,<ruby>誰<rt>だれ</rt></ruby>と<ruby>行<rt>い</rt></ruby>く？,<ruby>私<rt>わたし</rt></ruby>と<ruby>行<rt>い</rt></ruby>こう。,With,Going with who?,Come with me.,Grammar
150,Core Basic,Người,Ai đông vậy?,Nhiều người quá.,<ruby>人<rt>ひと</rt></ruby>,すごい<ruby>人<rt>ひと</rt></ruby>だね。,<ruby>人<rt>ひと</rt></ruby>が<ruby>多<rt>おお</rt></ruby>すぎ。,Person,So crowded.,Too many people.,Noun
151,Core Basic,Nước,Khát quá.,Cho tôi nước.,<ruby>水<rt>みず</rt></ruby>,<ruby>喉<rt>のど</rt></ruby><ruby>乾<rt>かわ</rt></ruby>いた。,<ruby>水<rt>みず</rt></ruby>をください。,Water,So thirsty.,Give me water.,Noun
152,Core Basic,Nhà,Nhà anh ở đâu?,Ở quận 1.,<ruby>家<rt>いえ</rt></ruby>,お<ruby>住<rt>す</rt></ruby>まいは？,1<ruby>区<rt>く</rt></ruby>です。,House,Where do you live?,District 1.,Noun
153,Core Basic,Xe,Đi bằng gì?,Đi bằng xe máy.,<ruby>車<rt>くるま</rt></ruby>,<ruby>何<rt>なに</rt></ruby>で<ruby>行<rt>い</rt></ruby>く？,バイクで。,Vehicle,How do you get there?,By motorbike.,Noun
154,Core Basic,Tiền,Trả bao nhiêu?,200 nghìn đồng.,お<ruby>金<rt>かね</rt></ruby>,いくら<ruby>払<rt>はら</rt></ruby>う？,20<ruby>万<rt>まん</rt></ruby>ドン。,Money,How much to pay?,200K dong.,Noun
155,Core Basic,Điện thoại,Số điện thoại bao nhiêu?,"Đây, tôi lưu cho anh.",<ruby>電話<rt>でんわ</rt></ruby>,<ruby>電話番号<rt>でんわばんごう</rt></ruby>は？,はい、<ruby>登録<rt>とうろく</rt></ruby>しますね。,Phone,What's your number?,"Here, I'll save it.",Noun
156,Core Basic,Tên,Anh tên gì?,Tôi tên DJ.,<ruby>名前<rt>なまえ</rt></ruby>,お<ruby>名前<rt>なまえ</rt></ruby>は？,DJです。,Name,What's your name?,I'm DJ.,Noun
157,Core Basic,Bạn bè,Anh ấy là ai?,Bạn bè của tôi.,<ruby>友達<rt>ともだち</rt></ruby>,あの<ruby>人<rt>ひと</rt></ruby>は？,<ruby>友達<rt>ともだち</rt></ruby>です。,Friends,Who's he?,My friend.,Noun
158,Core Basic,Gia đình,Gia đình anh khỏe không?,"Khỏe, cảm ơn.",<ruby>家族<rt>かぞく</rt></ruby>,ご<ruby>家族<rt>かぞく</rt></ruby>はお<ruby>元気<rt>げんき</rt></ruby>ですか。,<ruby>元気<rt>げんき</rt></ruby>です、ありがとう。,Family,Is your family well?,"They're well, thanks.",Noun
159,Core Basic,Vấn đề,Có vấn đề gì không?,Không có vấn đề gì.,<ruby>問題<rt>もんだい</rt></ruby>,<ruby>何<rt>なに</rt></ruby>か<ruby>問題<rt>もんだい</rt></ruby>は？,<ruby>問題<rt>もんだい</rt></ruby>ありません。,Problem,Any problems?,No problems.,Noun
160,Daily Phrases,Toilet ở đâu,"Xin lỗi, toilet ở đâu?","Đi thẳng, bên phải.",トイレはどこ,すみません、トイレはどこですか。,まっすぐ<ruby>行<rt>い</rt></ruby>って<ruby>右<rt>みぎ</rt></ruby>です。,Where's the bathroom?,"Excuse me, where's the restroom?","Straight ahead, on the right.",Survival
161,Daily Phrases,Không hiểu,Tôi không hiểu.,Để tôi nói lại chậm hơn.,<ruby>分<rt>わ</rt></ruby>かりません,<ruby>分<rt>わ</rt></ruby>かりません。,もう<ruby>一度<rt>いちど</rt></ruby>ゆっくり<ruby>言<rt>い</rt></ruby>いますね。,I don't understand,I don't understand.,Let me say it slower.,Survival
162,Daily Phrases,Nói chậm hơn,Nói chậm hơn được không?,Được. Anh. Đi. Thẳng.,ゆっくり<ruby>話<rt>はな</rt></ruby>して,もっとゆっくり<ruby>話<rt>はな</rt></ruby>して。,いいよ。まっ・す・ぐ。,Speak slowly,Please speak slower.,OK. Go. Straight.,Survival
163,Daily Phrases,Giúp tôi,Xin giúp tôi!,Cần giúp gì?,<ruby>助<rt>たす</rt></ruby>けて,<ruby>助<rt>たす</rt></ruby>けてください！,<ruby>何<rt>なに</rt></ruby>をお<ruby>手伝<rt>てつだ</rt></ruby>い？,Help me,Please help!,What do you need?,Survival
164,Daily Phrases,Bị lạc,Tôi bị lạc.,Anh muốn đi đâu?,<ruby>道<rt>みち</rt></ruby>に<ruby>迷<rt>まよ</rt></ruby>った,<ruby>迷<rt>まよ</rt></ruby>いました。,どこに<ruby>行<rt>い</rt></ruby>きたいですか。,I'm lost,I'm lost.,Where do you want to go?,Survival
165,Daily Phrases,Cần bác sĩ,Tôi cần bác sĩ.,"Bệnh viện gần đây, đi nhé.",<ruby>医者<rt>いしゃ</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>,<ruby>医者<rt>いしゃ</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>です。,<ruby>近<rt>ちか</rt></ruby>くに<ruby>病院<rt>びょういん</rt></ruby>がある、<ruby>行<rt>い</rt></ruby>こう。,Need a doctor,I need a doctor.,There's a hospital nearby.,Survival
166,Daily Phrases,Nói tiếng Anh,Nói tiếng Anh được không?,"Được, một chút.",<ruby>英語<rt>えいご</rt></ruby><ruby>話<rt>はな</rt></ruby>せますか,<ruby>英語<rt>えいご</rt></ruby><ruby>話<rt>はな</rt></ruby>せますか。,<ruby>少<rt>すこ</rt></ruby>し<ruby>話<rt>はな</rt></ruby>せます。,Speak English?,Do you speak English?,"Yes, a little.",Survival
